2023-11-01 09:19:21

Description 
===========

Start 0uA, 
Step 0.1uA, 
Stop 26uA, 
Integration 1000ms, 
Trigger 100mV
dc


IV Curve
========

Abbreviation: BC = Bias Current (muA), BV = Bias Voltage (V), C = Counts, IT = Integration Time (ms)
Detector number is attached to abbreviation, e.g. BV3 is the bias voltage of the third detector.

BC	BV1	BV2	BV3	BV4	BV5	BV6	BV7	BV8	C1	C2	C3	C4	C5	C6	C7	C8	IT
4.5	0.674	0.0	0.118	0.001	-0.001	-0.0	-0.001	-0.002	0	0	0	0	0	0	843709772	0	1000.0
4.75	0.712	0.001	0.154	0.0	-0.003	-0.0	-0.003	-0.004	0	0	0	0	0	0	843677774	0	1000.0
5.0	0.749	-0.003	0.164	-0.002	0.002	0.003	0.0	-0.001	0	0	0	0	0	0	843686963	0	1000.0
5.25	0.786	-0.001	0.225	0.0	-0.003	0.003	0.0	-0.001	0	0	0	0	0	0	843694947	0	1000.0
5.5	0.822	-0.001	0.234	0.0	-0.001	-0.0	-0.003	-0.002	0	0	0	0	0	0	843671348	0	1000.0
5.75	0.859	-0.001	0.278	0.0	-0.001	-0.002	-0.005	-0.004	0	0	0	0	0	0	843679884	0	1000.0
6.0	0.899	-0.003	0.296	0.001	-0.003	0.002	-0.003	0.0	0	0	0	0	0	0	843668442	0	1000.0
6.25	0.932	-0.003	0.366	-0.002	-0.001	-0.0	-0.003	-0.002	0	0	0	0	0	0	843683239	0	1000.0
6.5	0.969	-0.001	0.4	0.0	0.002	-0.002	-0.002	-0.001	0	0	0	0	0	0	843685166	0	1000.0
6.75	1.012	-0.002	0.419	0.001	-0.003	-0.002	-0.003	-0.002	0	0	0	0	0	0	843677756	0	1000.0
7.0	1.049	-0.001	0.447	-0.002	-0.0	0.001	-0.002	-0.004	0	0	0	0	0	0	843687626	0	1000.0
7.25	1.087	-0.003	0.479	0.001	-0.001	0.002	-0.001	-0.004	0	0	0	0	0	0	843676177	0	1000.0
7.5	1.123	-0.003	0.496	0.001	-0.003	0.001	0.0	-0.001	0	0	0	0	0	0	843661542	0	1000.0
7.75	1.162	0.0	0.518	0.001	-0.0	-0.002	-0.005	-0.004	0	0	0	0	0	0	843669129	0	1000.0
8.0	1.199	-0.003	0.562	0.001	-0.001	-0.002	0.002	-0.004	0	0	0	0	0	0	843679495	0	1000.0
8.25	1.233	-0.003	0.579	0.002	-0.001	-0.0	-0.003	-0.002	0	0	0	0	0	0	843674100	0	1000.0
8.5	1.274	-0.003	0.654	0.0	0.001	-0.002	-0.003	0.0	0	0	0	0	0	0	843682904	0	1000.0
8.75	1.309	0.0	0.697	0.003	-0.002	-0.001	-0.004	-0.003	0	0	0	0	0	0	843675770	0	1000.0
9.0	1.347	-0.001	0.715	0.002	-0.0	-0.002	-0.002	-0.001	0	0	0	0	4	0	843676358	0	1000.0
9.25	1.386	-0.003	0.737	-0.002	-0.003	0.002	-0.003	0.0	0	0	0	0	9	0	843688136	0	1000.0
9.5	1.423	-0.001	0.791	0.002	0.002	-0.002	-0.002	-0.001	0	0	0	0	15	0	843684083	0	1000.0
9.75	1.462	-0.001	0.813	0.0	-0.001	-0.0	-0.003	0.0	0	0	0	0	21	0	843643187	0	1000.0
10.0	1.502	-0.003	0.899	0.001	-0.003	0.001	-0.005	-0.001	0	0	0	0	44	0	843683634	0	1000.0
10.25	1.538	0.001	0.926	0.0	0.001	0.002	-0.003	0.0	0	0	0	0	70	0	843701652	0	1000.0
10.5	1.575	-0.001	0.947	0.0	0.001	-0.0	-0.005	-0.004	0	0	0	0	77	0	843705250	0	1000.0
10.75	1.614	0.0	0.987	0.001	0.001	-0.002	-0.003	-0.004	0	0	0	0	133	0	843705080	0	1000.0
11.0	1.651	-0.003	1.021	0.001	-0.002	-0.001	-0.006	0.0	0	0	0	0	147	0	843690402	0	1000.0
11.25	1.685	0.0	1.046	-0.002	-0.003	0.001	-0.002	-0.001	0	0	0	0	181	0	843688474	0	1000.0
11.5	1.722	0.0	1.07	0.003	-0.0	0.001	-0.002	-0.001	0	0	0	0	220	0	843694570	0	1000.0
11.75	1.76	-0.006	1.094	-0.002	0.002	0.001	-0.002	-0.001	0	0	0	0	270	0	843684509	0	1000.0
12.0	1.8	-0.003	1.165	-0.002	-0.003	0.001	-0.002	0.001	0	0	0	0	303	0	843698226	0	1000.0
12.25	1.836	0.0	1.205	0.003	-0.001	-0.0	-0.005	-0.002	0	0	0	0	330	0	843686687	0	1000.0
12.5	1.873	-0.003	1.229	0.001	-0.0	-0.002	-0.002	-0.001	0	0	0	0	315	0	843696500	0	1000.0
12.75	1.91	0.0	1.256	-0.002	-0.0	0.001	-0.005	-0.001	0	0	0	0	360	0	843696538	0	1000.0
13.0	1.949	0.0	1.283	0.001	-0.001	-0.0	-0.003	-0.002	0	0	0	0	358	0	843697636	0	1000.0
13.25	1.985	-0.003	1.341	-0.002	-0.0	-0.002	-0.002	-0.004	0	0	0	0	424	0	843704851	0	1000.0
13.5	2.022	0.0	1.368	-0.004	-0.0	0.004	-0.002	-0.003	0	0	0	0	426	0	843720162	0	1000.0
13.75	2.061	0.0	1.393	-0.004	-0.003	-0.0	-0.005	-0.002	0	0	0	0	461	0	843707094	0	1000.0
14.0	2.098	0.003	1.422	0.001	-0.001	-0.0	-0.005	-0.002	0	0	0	0	436	0	843663239	0	1000.0
14.25	2.137	0.002	1.444	-0.002	-0.004	-0.001	-0.006	-0.003	0	0	0	0	492	0	843683800	0	1000.0
14.5	2.173	-0.003	1.526	0.0	-0.0	0.003	-0.002	-0.001	0	0	0	0	506	0	843679202	0	1000.0
14.75	2.21	0.0	1.554	0.001	0.001	-0.0	-0.005	-0.002	0	0	0	0	519	0	843698465	0	1000.0
15.0	2.249	-0.003	1.581	0.001	-0.002	0.001	-0.002	-0.003	0	0	0	0	565	0	843704380	0	1000.0
15.25	2.288	-0.001	1.617	0.0	-0.001	-0.002	-0.001	-0.002	0	0	0	0	536	0	843693569	0	1000.0
15.5	2.324	-0.003	1.646	0.0	0.002	0.001	-0.005	-0.004	0	0	0	0	541	0	843697702	0	1000.0
15.75	2.36	-0.002	1.672	-0.001	-0.003	0.002	-0.001	-0.002	0	0	0	0	574	0	843697123	0	1000.0
16.0	2.398	0.0	1.717	0.001	0.001	-0.002	-0.005	-0.002	0	0	0	0	574	0	843714874	0	1000.0
16.25	2.438	-0.002	1.747	-0.001	0.001	-0.001	-0.006	-0.005	0	0	0	0	627	0	843709112	0	1000.0
16.5	2.474	0.0	1.771	0.001	-0.002	-0.001	-0.004	-0.005	0	0	0	0	654	0	843699290	0	1000.0
16.75	2.51	0.0	1.8	-0.002	0.003	-0.001	0.001	-0.001	0	0	0	0	623	0	843672170	0	1000.0
17.0	2.549	-0.003	1.847	-0.004	-0.003	0.003	-0.002	-0.001	0	0	0	0	642	0	843684522	0	1000.0
17.25	2.583	-0.001	1.873	0.0	0.001	-0.001	-0.004	-0.003	0	0	0	0	688	0	843685152	0	1000.0
17.5	2.625	-0.003	1.918	-0.002	0.002	-0.002	0.0	-0.004	0	0	0	0	612	0	843686473	0	1000.0
17.75	2.662	0.0	1.947	-0.002	-0.003	-0.0	-0.003	-0.004	0	0	0	1	606	0	843681074	0	1000.0
18.0	2.698	-0.003	1.974	-0.004	-0.0	0.001	-0.002	-0.001	0	0	0	0	673	0	843682870	0	1000.0
18.25	2.732	-0.001	2.002	-0.002	-0.002	-0.001	-0.001	-0.003	0	0	0	0	665	0	843653186	0	1000.0
18.5	2.774	-0.003	2.032	-0.002	-0.003	0.001	-0.002	-0.001	0	0	0	2	604	0	843691242	0	1000.0
18.75	2.811	-0.002	2.194	-0.001	-0.001	-0.002	-0.001	-0.002	0	0	0	1	684	0	843695688	0	1000.0
19.0	2.844	-0.003	2.225	0.0	-0.0	0.001	0.003	-0.001	0	0	0	1	660	0	843709102	0	1000.0
19.25	2.886	-0.003	2.254	0.0	-0.002	-0.001	0.714	-0.005	0	0	0	2	652	0	843696969	0	1000.0
19.5	2.923	0.0	2.286	-0.002	-0.002	-0.003	0.727	-0.003	0	0	0	11	685	0	843707262	0	1000.0
19.75	2.962	-0.003	2.317	0.0	0.708	0.001	0.733	0.001	0	0	0	18	1	0	843696569	0	1000.0
20.0	3.002	0.003	2.363	0.001	0.716	-0.001	0.741	-0.003	0	0	0	25	0	0	843696712	0	1000.0
20.25	3.033	-0.003	2.394	0.001	0.725	0.001	0.755	-0.001	0	0	0	42	0	0	843719921	0	1000.0
20.5	3.071	-0.001	2.425	-0.002	0.735	0.001	0.762	-0.001	0	0	0	73	0	0	843727846	0	1000.0
20.75	3.111	0.0	2.472	-0.002	0.741	0.002	0.769	-0.002	0	0	0	131	0	0	843709565	0	1000.0
21.0	3.145	-0.001	2.503	0.0	0.754	-0.002	0.777	-0.001	0	0	0	188	0	0	843708836	0	1000.0
21.25	3.182	0.0	2.531	-0.002	0.762	-0.002	0.791	0.001	0	0	0	272	0	0	843707768	0	1000.0
21.5	3.223	-0.003	2.564	0.0	0.769	0.001	0.802	-0.001	0	0	0	370	0	0	843700933	0	1000.0
21.75	3.257	-0.003	2.596	0.0	0.776	0.002	0.808	0.0	0	0	0	531	0	0	843714031	0	1000.0
22.0	3.294	0.0	2.626	-0.002	0.785	-0.001	0.812	0.0	0	0	0	666	0	1	843714648	0	1000.0
22.25	3.333	-0.001	2.662	-0.002	0.796	-0.002	0.825	0.001	0	0	0	954	0	1	843709589	1	1000.0
22.5	3.375	0.0	2.692	-0.002	0.803	0.001	0.833	-0.001	0	0	0	1230	0	3	843656341	0	1000.0
22.75	3.412	0.0	2.723	0.003	0.818	0.001	0.845	0.001	0	0	0	1484	0	5	843683560	1	1000.0
23.0	3.446	0.0	2.755	0.003	0.822	-0.0	0.852	-0.004	0	0	0	1907	0	4	843691550	2	1000.0
23.25	3.487	-0.001	2.784	0.0	0.834	0.4	0.864	-0.002	0	0	0	2581	0	3	843695069	3	1000.0
23.5	3.522	-0.002	2.817	-0.001	0.84	0.404	0.875	-0.001	0	0	0	3167	0	0	843706065	7	1000.0
23.75	3.557	-0.002	2.844	-0.001	0.85	0.411	0.885	-0.001	0	0	0	3809	0	0	843713774	6	1000.0
24.0	3.597	0.0	2.877	-0.002	0.856	0.41	0.893	-0.003	0	0	0	4697	0	0	843716831	7	1000.0
24.25	3.634	0.0	2.909	-0.002	0.866	0.415	0.903	0.406	0	0	0	5737	0	0	843708814	3	1000.0
24.5	3.676	0.0	2.941	0.001	0.876	0.422	0.91	0.411	0	0	0	7329	0	0	843707111	0	1000.0
24.75	3.712	-0.003	2.975	0.001	0.888	0.425	0.92	0.416	0	0	0	8730	0	0	843708762	0	1000.0
25.0	3.745	-0.007	3.005	-0.003	0.893	0.432	0.93	0.418	0	0	0	10736	0	0	843705810	0	1000.0
25.25	3.788	0.0	3.036	0.001	0.903	0.437	0.937	0.425	0	0	0	16553	0	0	843719160	0	1000.0
25.5	3.822	0.0	3.073	-0.002	0.912	0.435	0.942	0.43	0	0	0	32107	0	0	843719105	0	1000.0
25.75	3.86	-0.001	3.104	-0.002	0.92	0.444	0.957	0.433	0	0	0	82458	0	0	843709311	0	1000.0
26.0	3.9	0.0	3.134	-0.002	0.928	0.446	0.966	0.439	0	0	0	251873	0	0	843706826	0	1000.0
26.25	3.932	-0.003	3.165	2.87	0.936	0.454	0.974	0.442	0	0	0	1	0	0	843695582	0	1000.0
26.5	3.975	-0.001	3.221	2.926	0.947	0.457	0.984	0.448	0	0	0	0	0	0	843707683	0	1000.0
26.75	4.009	-0.001	3.25	2.979	0.954	0.46	0.994	0.45	0	0	0	0	0	0	843666298	0	1000.0
27.0	4.049	0.0	3.283	3.012	0.964	0.466	1.003	0.455	0	0	0	0	0	0	843679082	0	1000.0
27.25	4.083	-0.003	3.31	3.038	0.976	0.469	1.013	0.46	0	0	0	0	0	0	843692828	0	1000.0
27.5	4.122	-0.001	3.407	3.07	0.983	0.471	1.02	0.462	0	0	0	0	0	0	843707752	0	1000.0
27.75	4.161	-0.001	3.441	3.099	0.992	0.479	1.03	0.469	0	0	0	0	0	0	843698567	0	1000.0
28.0	4.2	-0.001	3.47	3.128	1.002	0.484	1.04	0.475	0	0	0	0	0	0	843696863	0	1000.0
28.25	4.234	0.0	3.502	3.226	1.01	0.486	1.047	0.477	0	0	0	0	0	0	843708116	0	1000.0
28.5	4.274	0.0	3.551	3.334	1.016	0.493	1.057	0.482	0	0	0	0	0	0	843715626	0	1000.0
28.75	4.31	-0.003	3.585	3.365	1.026	0.498	1.068	0.486	0	0	0	0	0	0	843721082	0	1000.0
29.0	4.346	-0.001	3.614	3.399	1.038	0.499	1.078	0.492	0	0	0	0	0	0	843714526	0	1000.0
29.25	4.383	0.0	3.644	3.432	1.044	0.504	1.087	0.492	0	0	0	0	0	0	843684826	0	1000.0
29.5	4.422	-0.003	3.675	3.46	1.054	0.511	1.099	0.499	0	0	0	0	0	0	843695529	0	1000.0
29.75	4.459	-0.001	3.709	3.49	1.06	0.515	1.103	0.503	0	0	0	0	0	0	843721908	0	1000.0
30.0	4.498	-0.003	3.778	3.522	1.076	0.52	1.113	0.508	0	0	0	0	0	0	843711790	0	1000.0
30.25	4.534	-0.003	3.836	3.553	1.081	0.526	1.123	0.511	0	0	0	0	0	0	843710447	0	1000.0
30.5	4.571	-0.003	3.869	3.583	1.091	0.527	1.13	0.513	0	0	0	0	0	0	843710258	0	1000.0
30.75	4.608	0.0	3.9	3.651	1.099	0.533	1.143	0.519	0	0	0	0	0	0	843697597	0	1000.0
31.0	4.647	0.001	3.932	3.683	1.108	0.535	1.15	0.526	0	0	0	0	0	0	843658310	0	1000.0
31.25	4.685	-0.004	3.963	3.711	1.115	0.54	1.162	0.528	0	0	0	0	0	0	843670497	0	1000.0
31.5	4.722	-0.003	3.998	3.778	1.123	0.544	1.166	0.535	0	0	0	0	0	0	843703784	0	1000.0
31.75	4.761	-0.001	4.027	3.807	1.133	0.549	1.178	0.54	0	0	0	0	0	0	843709922	0	1000.0
32.0	4.796	-0.001	4.059	3.839	1.141	0.552	1.191	0.54	0	0	0	0	0	0	843729698	0	1000.0
32.25	4.835	-0.001	4.093	3.873	1.151	0.56	1.197	0.548	0	0	0	0	0	0	843719161	0	1000.0
32.5	4.872	0.002	4.123	3.903	1.161	0.563	1.208	0.554	0	0	0	0	0	0	843713866	0	1000.0
32.75	4.91	-0.001	4.173	3.934	1.171	0.565	1.219	0.558	0	0	0	0	0	0	843707535	0	1000.0
33.0	4.947	-0.001	4.266	3.966	1.181	0.574	1.225	0.56	0	0	0	0	0	0	843685305	0	1000.0
